=== Neural Network Training Log ===
Epoch: 0 | Error: 2.0357 | Accuracy: 49.11%
Epoch: 89000 | Error: 1.6070 | Accuracy: 59.82%
Epoch: 90000 | Error: 1.6070 | Accuracy: 59.82%
Epoch: 91000 | Error: 1.6070 | Accuracy: 59.82%
Epoch: 92000 | Error: 1.6070 | Accuracy: 59.82%
Epoch: 93000 | Error: 1.6070 | Accuracy: 59.82%
Epoch: 94000 | Error: 1.6070 | Accuracy: 59.82%
Epoch: 95000 | Error: 1.6070 | Accuracy: 59.82%
Epoch: 96000 | Error: 1.6070 | Accuracy: 59.82%
Epoch: 97000 | Error: 1.6070 | Accuracy: 59.82%
Epoch: 98000 | Error: 1.6070 | Accuracy: 59.83%
Epoch: 99000 | Error: 1.6070 | Accuracy: 59.83%
Epoch: 100000 | Error: 1.6070 | Accuracy: 59.83%
Epoch: 101000 | Error: 1.6070 | Accuracy: 59.83%
Epoch: 102000 | Error: 1.6070 | Accuracy: 59.83%
Epoch: 103000 | Error: 1.6070 | Accuracy: 59.83%
Epoch: 104000 | Error: 1.6070 | Accuracy: 59.83%
Epoch: 105000 | Error: 1.6070 | Accuracy: 59.83%
Epoch: 106000 | Error: 1.6070 | Accuracy: 59.83%
Epoch: 107000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 108000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 109000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 110000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 111000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 112000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 113000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 114000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 115000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 116000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 117000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 118000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 119000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 120000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 121000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 122000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 123000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 124000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 125000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 126000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 127000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 128000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 129000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 130000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 131000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 132000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 133000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 134000 | Error: 1.6069 | Accuracy: 59.83%
Epoch: 135000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 136000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 137000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 138000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 139000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 140000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 141000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 142000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 143000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 144000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 145000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 146000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 147000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 148000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 149000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 150000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 151000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 152000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 153000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 154000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 155000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 156000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 157000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 158000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 159000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 160000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 161000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 162000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 163000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 164000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 165000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 166000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 167000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 168000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 169000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 170000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 171000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 172000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 173000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 174000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 175000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 176000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 177000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 178000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 179000 | Error: 1.6068 | Accuracy: 59.83%
Epoch: 180000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 181000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 182000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 183000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 184000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 185000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 186000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 187000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 188000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 189000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 190000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 191000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 192000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 193000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 194000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 195000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 196000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 197000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 198000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 199000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 200000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 201000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 202000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 203000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 204000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 205000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 206000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 207000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 208000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 209000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 210000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 211000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 212000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 213000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 214000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 215000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 216000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 217000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 218000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 219000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 220000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 221000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 222000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 223000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 224000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 225000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 226000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 227000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 228000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 229000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 230000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 231000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 232000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 233000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 234000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 235000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 236000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 237000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 238000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 239000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 240000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 241000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 242000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 243000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 244000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 245000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 246000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 247000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 248000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 249000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 250000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 251000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 252000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 253000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 254000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 255000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 256000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 257000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 258000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 259000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 260000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 261000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 262000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 263000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 264000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 265000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 266000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 267000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 268000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 269000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 270000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 271000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 272000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 273000 | Error: 1.6067 | Accuracy: 59.83%
Epoch: 274000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 275000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 276000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 277000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 278000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 279000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 280000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 281000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 282000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 283000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 284000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 285000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 286000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 287000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 288000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 289000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 290000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 291000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 292000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 293000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 294000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 295000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 296000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 297000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 298000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 299000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 300000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 301000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 302000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 303000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 304000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 305000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 306000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 307000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 308000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 309000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 310000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 311000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 312000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 313000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 314000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 315000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 316000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 317000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 318000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 319000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 320000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 321000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 322000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 323000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 324000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 325000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 326000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 327000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 328000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 329000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 330000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 331000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 332000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 333000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 334000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 335000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 336000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 337000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 338000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 339000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 340000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 341000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 342000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 343000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 344000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 345000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 346000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 347000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 348000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 349000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 350000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 351000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 352000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 353000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 354000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 355000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 356000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 357000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 358000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 359000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 360000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 361000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 362000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 363000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 364000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 365000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 366000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 367000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 368000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 369000 | Error: 1.6066 | Accuracy: 59.83%
Epoch: 370000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 371000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 372000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 373000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 374000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 375000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 376000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 377000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 378000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 379000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 380000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 381000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 382000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 383000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 384000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 385000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 386000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 387000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 388000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 389000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 390000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 391000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 392000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 393000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 394000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 395000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 396000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 397000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 398000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 399000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 400000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 401000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 402000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 403000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 404000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 405000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 406000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 407000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 408000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 409000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 410000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 411000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 412000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 413000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 414000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 415000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 416000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 417000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 418000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 419000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 420000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 421000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 422000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 423000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 424000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 425000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 426000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 427000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 428000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 429000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 430000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 431000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 432000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 433000 | Error: 1.6066 | Accuracy: 59.84%
Epoch: 434000 | Error: 1.6066 | Accuracy: 59.84%
